item,class_id,class_name,th,default_name,obj_type,obj_mane,output_Measurement
WAGES - WasteWater,219153152,Volume,219153185,Wastewater Volume This Interval (gal),RegisterObj,NumericVariable_Register,
WAGES - WasteWater,219153152,Volume,219153186,Wastewater Volume This Interval (hL),RegisterObj,NumericVariable_Register,
WAGES - WasteWater,219153152,Volume,219153187,Wastewater Volume This Interval (L),RegisterObj,NumericVariable_Register,
WAGES - WasteWater,219153152,Volume,219153188,Wastewater Volume This Interval (m^3),RegisterObj,NumericVariable_Register,
WAGES - WasteWater,219153152,Volume,219153189,Wastewater Volume This Interval (Mcf),RegisterObj,NumericVariable_Register,
WAGES - WasteWater,219153152,Volume,219153190,Wastewater Volume This Interval (MMcf),RegisterObj,NumericVariable_Register,
Miscellaneous,220201216,State,220201217,Battery Health,BoolObj,Boolean_Register,
Miscellaneous,220201216,State,220201218,Trip Unit Percent Battery,RegisterObj,NumericVariable_Register,
Miscellaneous,220201216,State,220201219,Protection Battery Indicator,BoolObj,Boolean_Register,
Miscellaneous,220201216,State,220201220,Equipment State,BoolObj,Boolean_Register,
Miscellaneous,220201216,State,220201221,Valve Position,BoolObj,Boolean_Register,
Miscellaneous,220201728,Misc,220201729,Insulation Resistance,RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201730,Capacitance,RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201731,Enthalpy,RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201732,Specific Heat Capacity (BTU 59/(lb av deg F)),RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201733,Heat Transfer Coefficient (BTU 59/(s ft^2 K)),RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201734,Specific Heat Capacity (J/(g deg C)),RegisterObj,NumericVariable_Register,
Miscellaneous,220201728,Misc,220201735,Heat Transfer Coefficient (W/(m^2 K)),RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715457,Max Current,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715458,Current Phase Average Maximum,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715459,Neutral Current Maximum,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715460,Max Current A,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715461,Max Current B,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715462,Max Current C,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715463,Max Current N,RegisterObj,NumericVariable_Register,
Maximum,209715456,Current,209715464,Max Current Avg,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716481,Max Power Factor Total Load Direction,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716482,Power Factor Signed Maximum,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716483,Max Power Factor A,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716484,Max Power Factor B,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716485,Max Power Factor C,RegisterObj,NumericVariable_Register,
Maximum,209716480,Power Factor,209716486,Max Power Factor,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716993,Max Active Power A,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716994,Max Active Power B,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716995,Max Active Power C,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716996,Max Active Power,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716997,Max Reactive Power A,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716998,Max Reactive Power B,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209716999,Max Reactive Power C,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209717000,Max Reactive Power,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209717001,Max Apparent Power A,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209717002,Max Apparent Power B,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209717003,Max Apparent Power C,RegisterObj,NumericVariable_Register,
Maximum,209716992,Power,209717004,Max Apparent Power,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717505,Max Voltage L-N Phase,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717506,Max Voltage L-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717507,Max Voltage L-L Phase,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717508,Max Voltage L-L,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717510,Max Voltage L-N Avg,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717509,Max Voltage C-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717511,Max Voltage B-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717512,Max Voltage A-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717513,Max Voltage L-L Avg,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717514,Max Voltage C-A,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717515,Max Voltage B-C,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717516,Max Voltage A-B,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717517,Max Voltage Unbalance A-B,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717518,Max Voltage Unbalance A-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717519,Max Voltage Unbalance B-C,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717520,Max Voltage Unbalance B-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717521,Max Voltage Unbalance C-A,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717522,Max Voltage Unbalance C-N,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717523,Max Voltage Unbalance L-L Worst,RegisterObj,NumericVariable_Register,
Maximum,209717504,Voltage,209717524,Max Voltage Unbalance L-N Worst,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718018,Max Voltage Unbalance L-N Phase,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718019,Max Voltage Unbalance L-L Phase,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718020,Max Voltage Unbalance L-N,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718021,Max Voltage Unbalance L-L,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718022,Max Current Unbalance,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718017,Max Current Unbalance A,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718023,Max Current Unbalance B,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718024,Max Current Unbalance C,RegisterObj,NumericVariable_Register,
Maximum,209718016,Unbalance,209718025,Max Current Unbalance Worst,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718529,Max THD Current,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718530,Max THD Voltage L-N Phase,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718531,Max THD Voltage L-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718532,Max THD Voltage L-L Phase,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718533,Max THD Voltage L-L,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718534,Max THD Current A,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718535,Max THD Current B,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718536,Max THD Current C,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718537,Max THD Current N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718538,Max THD Voltage A-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718539,Max THD Voltage B-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718540,Max THD Voltage C-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718541,Max THD Voltage A-B,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718542,Max THD Voltage B-C,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718543,Max THD Voltage C-A,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718544,Max THD RMS Current A,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718545,Max THD RMS Current B,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718546,Max THD RMS Current C,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718547,Max THD RMS Current N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718548,Max THD RMS Voltage A-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718549,Max THD RMS Voltage B-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718550,Max THD RMS Voltage C-N,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718551,Max THD RMS Voltage A-B,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718552,Max THD RMS Voltage B-C,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718553,Max THD RMS Voltage C-A,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718554,Max THD Current E,RegisterObj,NumericVariable_Register,
Maximum,209718528,Harmonics,209718555,Max THD Voltage N-E,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715714,Max K-Factor A,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715715,Max K-Factor B,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715716,Max K-Factor C,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715717,Max Crest Factor Current A,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715718,Max Crest Factor Current B,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715719,Max Crest Factor Current C,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715720,Max Crest Factor Current N,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715721,Max Crest Factor Current E,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715722,Max Crest Factor Voltage A-B,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715723,Max Crest Factor Voltage A-N,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715724,Max Crest Factor Voltage B-C,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715725,Max Crest Factor Voltage B-N,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715726,Max Crest Factor Voltage C-A,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715727,Max Crest Factor Voltage C-N,RegisterObj,NumericVariable_Register,
Maximum,209715712,Power Quality,209715728,Max K-Factor N,RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716737,Water Heat Flow Rate Max (BTU 59/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716738,Water Heat Flow Rate Max (BTU ISO/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716739,Water Heat Flow Rate Max (J/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716740,Water Heat Flow Rate Max (kJ/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716741,Water Heat Flow Rate Max (MBTU 59/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716742,Water Heat Flow Rate Max (MBTU ISO/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716743,Water Heat Flow Rate Max (MJ/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716744,Water Heat Flow Rate Max (MMBTU 59/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716745,Water Heat Flow Rate Max (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716746,Water Mass Flow Rate Max (kg/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716747,Water Mass Flow Rate Max (kg/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716748,Water Mass Flow Rate Max (lb av/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716749,Water Mass Flow Rate Max (lb av/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716750,Water Mass Flow Rate Max (sh tn/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716751,Water Mass Flow Rate Max (t/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716752,Water Pressure Max (bar),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716753,Water Pressure Max (in Hg),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716754,Water Pressure Max (kPa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716755,Water Pressure Max (N/m^2),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716756,Water Pressure Max (Pa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716757,Water Pressure Max (psi),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716758,Water Pressure Return Max (bar),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716759,Water Pressure Return Max (in Hg),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716760,Water Pressure Return Max (kPa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716761,Water Pressure Return Max (N/m^2),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716762,Water Pressure Return Max (Pa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716763,Water Pressure Return Max (psi),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716764,Water Pressure Supply Max (bar),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716765,Water Pressure Supply Max (in Hg),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716766,Water Pressure Supply Max (kPa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716767,Water Pressure Supply Max (N/m^2),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716768,Water Pressure Supply Max (Pa),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716769,Water Pressure Supply Max (psi),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716770,Water Temperature Max (deg C),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716771,Water Temperature Max (deg F),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716772,Water Temperature Return Max (deg C),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716773,Water Temperature Return Max (deg F),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716774,Water Temperature Supply Max (deg C),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716775,Water Temperature Supply Max (deg F),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716776,Water Volume Flow Rate Delta Max (cf/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716777,Water Volume Flow Rate Delta Max (cf/min),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716778,Water Volume Flow Rate Delta Max (cf/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716779,Water Volume Flow Rate Delta Max (gal/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716780,Water Volume Flow Rate Delta Max (gal/min),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716781,Water Volume Flow Rate Delta Max (gal/s),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716782,Water Volume Flow Rate Delta Max (L/h),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716783,Water Volume Flow Rate Delta Max (L/min),RegisterObj,NumericVariable_Register,
Maximum,209716736,WAGES - Water,209716784,Water Volume Flow Rate Delta Max (L/s),RegisterObj,NumericVariable_Register,
